辽宁税务高等专科学校,辽宁省,大连市,专科
辽宁警官高等专科学校,辽宁省,大连市,专科
阜新高等专科学校,辽宁省,阜新市,专科
辽宁城市建设职业技术学院,辽宁省,沈阳市,专科
辽宁冶金职业技术学院,辽宁省,本溪市,专科
辽宁工程职业学院,辽宁省,铁岭市,专科
铁岭卫生职业学院,辽宁省,铁岭市,专科
辽宁卫生职业技术学院,辽宁省,沈阳市,专科
抚顺职业技术学院,辽宁省,抚顺市,专科
辽阳职业技术学院,辽宁省,辽阳市,专科
大连职业技术学院,辽宁省,大连市,专科
渤海船舶职业学院,辽宁省,葫芦岛市,专科
盘锦职业技术学院,辽宁省,盘锦市,专科
大连商务职业学院,辽宁省教育厅,大连市,专科
辽宁农业职业技术学院,辽宁省,营口市,专科
营口职业技术学院,辽宁省,营口市,专科
沈阳职业技术学院,辽宁省,沈阳市,专科
辽宁金融职业学院,辽宁省,沈阳市,专科
辽河石油职业技术学院,辽宁省,盘锦市,专科
辽宁装备制造职业技术学院,辽宁省,沈阳市,专科
辽宁现代服务职业技术学院,辽宁省,沈阳市,专科
辽宁政法职业学院,辽宁省,沈阳市,专科
沈阳北软信息职业技术学院,辽宁省教育厅,沈阳市,专科
辽宁体育运动职业技术学院,辽宁省,沈阳市,专科
辽宁职业学院,辽宁省,铁岭市,专科
大连装备制造职业技术学院,辽宁省教育厅,大连市,专科
沈阳航空职业技术学院,辽宁省,沈阳市,专科
辽宁地质工程职业学院,辽宁省,丹东市,专科
辽宁铁道职业技术学院,辽宁省,锦州市,专科
辽宁建筑职业技术学院,辽宁省,辽阳市,专科
大连枫叶职业技术学院,辽宁省教育厅,大连市,专科
辽宁商贸职业学院,辽宁省,沈阳市,专科
大连翻译职业学院,辽宁省教育厅,大连市,专科
辽宁理工职业学院,辽宁省教育厅,锦州市,专科
大连软件职业学院,辽宁省教育厅,大连市,专科
辽宁美术职业学院,辽宁省教育厅,沈阳市,专科
大连航运职业技术学院,辽宁省教育厅,大连市,专科
辽宁林业职业技术学院,辽宁省,沈阳市,专科
辽宁经济职业技术学院,辽宁省,沈阳市,专科
辽宁信息职业技术学院,辽宁省,辽阳市,专科
辽宁广告职业学院,辽宁省教育厅,沈阳市,专科
大连汽车职业技术学院,辽宁省教育厅,大连市,专科
辽宁机电职业技术学院,辽宁省,丹东市,专科
辽宁石化职业技术学院,辽宁省,锦州市,专科
吉林大学,教育部,长春市,本科
东北师范大学,教育部,长春市,本科
延边大学,吉林省,延吉市,本科
北华大学,吉林省,吉林市,本科
长春大学,吉林省,长春市,本科
长春理工大学,吉林省,长春市,本科
长春工业大学,吉林省,长春市,本科
吉林农业大学,吉林省,长春市,本科
长春中医药大学,吉林省,长春市,本科
吉林师范大学,吉林省,四平市,本科
吉林财经大学,吉林省,长春市,本科
东北电力大学,吉林省,吉林市,本科
长春工程学院,吉林省,长春市,本科
吉林建筑工程学院,吉林省,长春市,本科
吉林化工学院,吉林省,吉林市,本科
长春建筑学院,吉林省教育厅,长春市,本科
吉林农业科技学院,吉林省,吉林市,本科
吉林医药学院,吉林省,吉林市,本科
通化师范学院,吉林省,通化市,本科
白城师范学院,吉林省,白城市,本科
吉林工程技术师范学院,吉林省,长春市,本科
长春师范学院,吉林省,长春市,本科
吉林华桥外国语学院,吉林省教育厅,长春市,本科
吉林工商学院,吉林省,长春市,本科
吉林警察学院,吉林省,长春市,本科
吉林体育学院,吉林省,长春市,本科
吉林艺术学院,吉林省,长春市,本科
吉林动画学院,吉林省教育厅,长春市,本科
长春汽车工业高等专科学校,吉林省,长春市,专科
长春医学高等专科学校,吉林省,长春市,专科
白城医学高等专科学校,吉林省,白城市,专科
长春金融高等专科学校,吉林省,长春市,专科
吉林科技职业技术学院,吉林省教育厅,长春市,专科
四平职业大学,吉林省,四平市,专科
辽源职业技术学院,吉林省,辽源市,专科
长春东方职业学院,吉林省教育厅,长春市,专科
吉林交通职业技术学院,吉林省,长春市,专科
吉林铁道职业技术学院,吉林省,吉林市,专科
吉林司法警官职业学院,吉林省,长春市,专科
白城职业技术学院,吉林省,白城市,专科
吉林工业职业技术学院,吉林省,吉林市,专科
吉林电子信息职业技术学院,吉林省,吉林市,专科
长白山职业技术学院,吉林省,白山市,专科
松原职业技术学院,吉林省,松原市,专科
长春信息技术职业学院,吉林省教育厅,长春市,专科
延边职业技术学院,吉林省,延吉市,专科
长春职业技术学院,吉林省,长春市,专科
吉林农业工程职业技术学院,吉林省,公主岭市,专科
东北林业大学,教育部,哈尔滨市,本科
哈尔滨工业大学,工业和信息化部,哈尔滨市,本科
哈尔滨工程大学,工业和信息化部,哈尔滨市,本科
黑龙江大学,黑龙江省,哈尔滨市,本科
佳木斯大学,黑龙江省,佳木斯,本科
齐齐哈尔大学,黑龙江省,齐齐哈尔市,本科
哈尔滨理工大学,黑龙江省,哈尔滨市,本科
东北石油大学,黑龙江省,大庆市,本科
东北农业大学,黑龙江省,哈尔滨市,本科
黑龙江八一农垦大学,黑龙江省,大庆市,本科
哈尔滨医科大学,黑龙江省,哈尔滨市,本科
黑龙江中医药大学,黑龙江省,哈尔滨市,本科
哈尔滨师范大学,黑龙江省,哈尔滨市,本科
哈尔滨商业大学,黑龙江省,哈尔滨市,本科
哈尔滨学院,黑龙江省,哈尔滨市,本科
